
---------- Begin Simulation Statistics ----------
simSeconds                                   0.033513                       # Number of seconds simulated (Second)
simTicks                                  33513255000                       # Number of ticks simulated (Tick)
finalTick                                 33513255000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    752.50                       # Real time elapsed on the host (Second)
hostTickRate                                 44536035                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8565120                       # Number of bytes of host memory used (Byte)
simInsts                                    114264018                       # Number of instructions simulated (Count)
simOps                                      211763712                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   151846                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     281414                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        67026511                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              1.173187                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.852379                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      107228227                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     297                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     177405266                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 36174                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             1346662                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          2096013                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                171                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           66948882                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.649862                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.762076                       # Number of insts issued each cycle (Count)
system.cpu1.icache.demandAccesses::cpu1.inst       186835                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total       186835                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst       186835                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total       186835                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.006674                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.006674                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.006674                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.006674                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 83700.080192                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 83700.080192                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 83700.080192                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 83700.080192                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs          618                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            8                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs     77.250000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks          483                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total              483                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          258                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          258                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          258                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          258                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          989                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          989                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          989                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          989                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     85812000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     85812000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     85812000                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     85812000                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.005293                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.005293                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.005293                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.005293                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 86766.430738                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 86766.430738                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 86766.430738                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 86766.430738                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                   483                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst       185588                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total         185588                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst         1247                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total         1247                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst    104374000                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total    104374000                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst       186835                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total       186835                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.006674                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.006674                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 83700.080192                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 83700.080192                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst          258                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total          258                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          989                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          989                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     85812000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     85812000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.005293                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.005293                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 86766.430738                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 86766.430738                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          464.161379                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs              186577                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               989                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs            188.652174                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick              94500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   464.161379                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.906565                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.906565                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          496                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::3          230                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::4          266                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024     0.968750                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses            374659                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses           374659                       # Number of data accesses (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                    41423                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                    224825                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                  695184                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts             107225536                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts                 292                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                16240120                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts                 158798                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                  101                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                     1065                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                  691341                       # Number of times the LSQ has become full, causing a stall (Count)
